question_id,user_id,answered
b2e1fb62791fe628ee897056ddf46018,389a6ca34dc8583cd31408d897fcfda3,0
37877610f405ac188f3a620a22c94aed,8f015a6db8139add47cf4474e9f5534f,0
8ac2cb91e96601b80b24091f26ddaddc,54dd0961ce9ac3810c761fa95216ec02,0
805d04f51121c6bd890ea8df5639aa17,9f500ca8c925c42d8e7cb4ed300902d4,0
12fc6bc7303a9cda0863aa73f2d984db,187aa76b01d46cde222b5391fec14b42,0
9bc6239071e5888558b3753f62836ef5,0a3ffc1857d11f618954638f5dc8c253,0
45f6ba6d6c5cd0258b1d75630a4382b9,66a17801b910c24aab99a550564ecbcc,0
0abc6dba5989dfb67a113d4a42f8eead,3f89647052aef66016bc6726f6079236,0
cbbecd6db8a3b2ae1526939d93436974,dc898c1f381c086e11d9b7da67eae2b4,0
1a9dabb175de25aab9cc0853957db8db,fc4aa99d8af24d628d87d7f85b77c501,0
efd4d1a39a2b0916a16cea3f7e96d049,36b2d1600292f01578038642555c9d09,0
7430bba6e073c0e88daedc73f62ec97d,d2cedaa161f650640c68889bae3a378f,0
29772b6f24eb2ab6748a594d95d43c2c,bccf8635ae63aeb119fb1c2d3cdbda9b,0
78d1fe3491b71ab01738e40b505b23b7,4ad84e9b8fc1280651784eabe1bb9368,0
1edd23354e94803e65da74a0447ff767,36e4e30028b3342cd8e6aa98c5c8602e,0
cd0e5f4b587d1ee14f01a40a96fdb96a,09839405021539809217a9e99e1e87b2,0
d2d239b61d325b015fbee8121368f4d1,16a092e89231989712e8e063b901c200,0
c86645dad2735444d07510b40c8e691a,71abdf0a5b6a07e437fc3cd456fc45e0,0
560381283588e3c1f9c24e7acda6e386,f6d74aa8979a23b943aa9b4d064d4eea,0
3723c26b1c3857b12d61f80f5c57b89d,ac92fa318fb7f278f7ce9d8536c8a25b,0
4811fca19beb2245913cd84e77a2fcbd,8dbb0a1c8bf3b862845b4423cf598481,0
1d3d5b662e0b13b3b0f43f594bb2e05f,56a30af3a526e73e1b75679f5e02080e,0
6cd430212db67afbb76bc4c3581b9733,3f00c32b2b40c2cf0fbc89dff80a4f89,0
f978a1d7ea7aea2bf1265c91c71513ad,e789a61bf003a8decf33d05aef105450,0
a28cbde2bc35cd3a508d5bfb1bfebe4b,65df9aaa3085315c1d94efb12412f4f7,0
ae40ec4da4805d17ffe8e5f5869d4e9a,1c53f7b948c0e1cbe16de6b9cede7f1a,0
0a2eea38910e492a00b39e4d90060dbc,13df68fc217f79a289e09c9f13c1937d,0
9b84261fc1062ec1157d9fe4bb16a3ef,ff0a28d82e8e1b7c8b45452699fb6987,0
3277b3bc07680cf24989040c111341fb,4cecacf3ed4d230c57b9ba0e75b0b2e1,0
755565236a8be0996dfa454c91e8e4f4,48ba27aa2e0cb00de2f9fd733e0843be,0
f85e56dffed326ba92d412980bbc9365,f8b230f8a880cffaa6d7ce35ff314746,0
e7c89063ba5578ab98a0e5b9d7b4454d,34ebfd524a91ce82f08d54e4dc9ccb1b,0
af3a586a2d66bedb945dbe1f6580986e,0e02221e1c446cddfc5ce61c207bfafb,0
d365399bbd901d9c28011656d85abbcf,ff0a28d82e8e1b7c8b45452699fb6987,0
af864856c21bab3e6afbc68064c0fc86,48e8e2c9823d046b6f7dbe8eab4721b1,0
fc5ba6d391ace43fcd945a80d0cfc1c0,5a9ccdb306ba547153b65aa5d77c9f19,0
1f3be604a940fb25f66634d36f29c166,6c3d7ae8c0a3f6821df8108124b60d04,0
ccbc46a34ebbceb5b553da04d423f1a1,6dd9cca3bd05696851c1c32afd55a4c9,0
a4988a6048e1aeed2c5d48b24a1bccd4,b27b82d1e4ca2004731f12a7a84f3102,0
18e287eed71fd3d10c5a218bd6a445d0,465b8a27cd191981044b761de6bf0a53,0
f11a55c6862edfe8ab884a14c9db5f71,31e8921c8734cfb74c905194f7e06339,0
d402ab22a0f2330149a7d2bb1e68bffa,78771770cc2fe0df7aff0598a4d71226,0
